url,type,Results
pontnewyddmalechoir.org.uk/,benign,0
sine.ni.com/nips/cds/view/p/lang/en/nid/208010,benign,0
pubs.usgs.gov/of/2010/1149/,benign,0
wired.com/geekdad/2011/04/review-empire-state-a-love-story-or-not-by-jason-shiga/,benign,0
http://mic.com/articles/115040/president-obama-condemns-conversion-therapy-for-lgbt-youth-but-there-s-more-to-be-done,benign,0
http://urbanplay.com.au/play-equipment/kompan.html,defacement,2
123people.com/s/john+perrine,benign,0
http://www.qrscelltech.com/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5xcnNjZWxsdGVjaC5jb20vZGUvdW50ZXJuZWhtZW4vZm9yc2NodW5n,defacement,2
filmsvideos.org/,benign,0
http://www.whitminsterinn.co.uk/specialevents/event-invite/20-hitsville-the-sound-of-motown,defacement,2
jccaauction.com/Raffle.html,benign,0
identify.whatbird.com/obj/894/_/White-crowned_Pigeon.aspx,benign,0
http://flowerstobulgaria.org/index.php/en/products-mainmenu-64,defacement,2
wiki.answers.com/Q/What_are_the_three_political_divisions_of_the_united_kingdom,benign,0
en.wikipedia.org/wiki/Louis_Cyr,benign,0
http://ecnavi.jp/redirect/?url=http://ad-4228.affit.jp/c.ts/39g.1/-/1g.html?mu=%user_id%,benign,0
cbc.ca/spark/2008/01/unedited-interview-with-alex-steffen-from-worldchanging/,benign,0
http://sfhhz.com/contents/209/1350.html,defacement,2
macleans.ca/2010/04/01/le-devoir-turns-100/,benign,0
hockeywilderness.com/2011/11/13/2559892/marco-scandella-out-with-a-concussion-deja-vu,benign,0
http://www.swaledaleroadrunners.co.uk/index.php?start=26,defacement,2
http://opttoys24.ru/index.php?page=shop.product_details&category_id=20&flypage=flypage.tpl&product_id=526&option=com_virtuemart&Itemid=5,defacement,2
http://www.gsmkamera.hu/index.html?option=com_content&view=article&id=6&Itemid=2&fontstyle=f-larger,defacement,2
ucmp.berkeley.edu/history/alexander.html,benign,0
http://www.egejewelry.com/index.php?option=com_rsgallery2&page=inline&id=60,defacement,2
getropaterqw.com,phishing,1
blog.sfgate.com/inoakland/2011/10/24/oakland-east-bay-symphony-violinist-and-comedian-dawn-harms-performs-for-elementary-school-kids/,benign,0
torontocelticfc.com/,benign,0
thebramptonnews.com/articles/3707/1/Louise-Arbour-Secondary-School-Opening-Fall-2009/Page1.html,benign,0
foursquare.com/v/pont-victoria/4b4c7449f964a5205fb326e3,benign,0
drellenburg.com/,benign,0
torrentdownloads.net/diane+dufresne/all.html,benign,0
http://codecanyon.net/item/wp-pro-advertising-system-all-in-one-ad-manager/full_screen_preview/269693,benign,0
http://techcrunch.com/2014/02/24/announcing-the-techcrunch-washington-dc-and-nyc-meetups-pitch-offs/,benign,0
http://saraty.com.br/index.php?option=com_mailto&tmpl=component&link=3e53da98f2677b2c583d629cf0a9a2dc513e4c65,defacement,2
joplin.com/news/2011/nov/16/amtrak-missouri-river-runner-adds-seats-for-busy-thanksgiving-travel/,benign,0
http://indianexpress.com/article/india/india-others/modi-has-spoken-against-communal-tension-once-in-govt-consensus-comes-automatically-birender-singh/,benign,0
at1ce.org/themenreihe.p?c=Organisations%20based%20in%20the%20United%20Kingdom%20by%20subject,benign,0
fanbase.com/Tom-Philion,benign,0
ratiner.com/Leigh/Detailed_Career_Chronology.html,benign,0
http://metro.co.uk/2015/04/25/women-ask-100-men-if-they-want-to-have-sex-with-them-in-totally-pointless-video-5166969/,benign,0
alibris.com/search/books/qwork/10511096/used/Jason%20Rhoades'%20Black%20Pussy%20Cocktail%20Coffee%20Table%20Book,benign,0
http://bestwesternhotelsalobrena.com/index.php?option=com_content&view=article&id=186&Itemid=143,defacement,2
laptopcloseout.com/,benign,0
yoshikochan.com/tenipuri/cha/004KK.htm,benign,0
en.wikipedia.org/wiki/Cyrus_H._McLean_Trophy,benign,0
ffbsccn.wordpress.com/2011/06/24/thomas-j-delong-an-interview-by-bob-morris/,benign,0
newalbumreleases.net/34178/bright-eyes-singularity-2011/,benign,0
http://21twentyone.net/index.html?option=com_content&view=article&id=56&Itemid=131&fontstyle=f-smaller,defacement,2
ebay.com/itm/7-TINKER-BELL-FRIENDS-BANDS-SILLY-BANDZ-CRAZY-BAND-/250658300713,benign,0
connect.in.com/farhan-akhtar-divorce/images-farhan-akhtar-photos-farhan-akhtar-wallpapers-farhan-akhtar--1-973443381143.html,benign,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify3.id-app7.co.uk/identify-customer=OIi4tC3kCVf0aIHlj0WEkvgtUmmbb6f46lBBncPFhuXM0wZGZjI3rQwrC3SNbxZTSTACbQUkwtiDu1RPpfhYUPLJTj81HBFNX1lt/,phishing,1
giantbomb.com/company/,benign,0
http://babal.net/news/view/42467/%C2%AB%D8%A7%D9%84%D8%A3%D9%88%D9%82%D8%A7%D9%81%C2%BB:-%D8%A7%D9%81%D8%AA%D8%AA%D8%A7%D8%AD-10-%D9%85%D8%B3%D8%A7%D8%AC%D8%AF-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D8%AE%D9%85%D8%B3-%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A7%D8%AA,benign,0
city-data.com/zips/64131.html,benign,0
wikimapia.org/41939/Auditorium-de-Verdun,benign,0
http://indianexpress.com/article/good-news/new-perfume-smells-better-the-more-you-sweat/,benign,0
http://zoetekroon.nl/2012/10/workshops-en-cursussen/olympus-digital-camera-232/,malware,3
areapal.com/world/,benign,0
local.yahoo.com/info-25655667-bud-anderson-heating-cooling-fayetteville,benign,0
watchoneday.info/,benign,0
en-gb.facebook.com/family/Wightman/1,benign,0
http://12com.net/tags.php?%2F\262\356\306\300%2F,defacement,2
http://censor.net.ua/resonance/330356/ruslana_lijichko_pro_obmn_polonenimi_vsh_na_vsh_treba_zapituvati_v_admnstrats_prezidenta,benign,0
enotes.com/topic/Michel-Jean_Cazabon,benign,0
raresoul.com/archives/931,benign,0
http://pastehtml.com/view/bfrra5hcd.html,phishing,1
saddoboxing.com/5781-jean-pascal-kingsley-ikeke.html,benign,0
lotteryinsider.com/lottery/lotoqueb.htm,benign,0
http://metro.co.uk/2015/05/07/big-brother-to-reveal-housemates-ahead-of-launch-night-for-the-first-time-ever-5185038/,benign,0
http://www.vilagnomad.com/tables/loans-for-people-with-bad-credit.php,malware,3
il.dyestat.com/?pg=dyestatil-2010-Outdoor-Loyola-AAA-Sectional,benign,0
montreal-travelguide.com/hochelaga-maisonneuve/Black-Blue-Festival/,benign,0
http://seasonvar.ru/serial-4736-Evlampiya_Romanova_Sledstvie_vedet_diletant-3-season.html,benign,0
simple.wikipedia.org/wiki/List_of_Governors_of_Barbados,benign,0
strangehabitsband.com/,benign,0
http://dat.zoosnet.net/JS/LsJS.aspx?siteid=DAT46229892&float=1&lng=cn,malware,3
http://ok.ccweb.asia/m=weblogin/index.htm,phishing,1
repetitionr.com/repetitions/democracy-for-canadians/bb4d8fba-89c3-102d-8483-0030483394fa/457,benign,0
sfgate.com/cgi-bin/object/article?f=/c/a/2005/10/08/MNGSVF4LG21.DTL,benign,0
kivacollections.com,phishing,1
pipl.com/directory/people/Corinna/Harney,benign,0
bartowel.com/?p=1236,benign,0
biglakersfan.net/2011/05/2011-nba-playoffs-conference-finals.html,benign,0
amazon.com/Life-Edge-Dr-James-Dobson/dp/0849909279,benign,0
deseretnews.com/article/705393094/Utah-State-mens-basketball-Blue-White-scrimmage-to-be-held-Wednesday.html,benign,0
http://web.de/magazine/unterhaltung/adel/royal-baby-2/live-kates-baby-unterwegs-30582538,benign,0
linkedin.com/pub/serge-menard/5/744/b3a,benign,0
http://www.sikobv.nl/nl/webshop.html?page=shop.browse&category_id=15,defacement,2
twitter.com/reid_smith,benign,0
pipl.com/directory/people/Patrice/Brunette,benign,0
past-to-present.com/aviation.cfm,benign,0
floobynooby.blogspot.com/2010/11/being-animator.html,benign,0
http://www.afrikaansealbinos.nl/index.php/nl/disclaimer.html,defacement,2
waymarking.com/waymarks/WM32AN,benign,0
http://www.custi-animale.ro/magazin-on-line/custi-gaini-si-pui/custi-gaini-si-pui-1m,defacement,2
http://www.lontechshop.co.uk/your-details/create-an-account.html,defacement,2
http://amharicdictionary.com/Login.aspx,defacement,2
http://www.ets-audio.de/videos.html,defacement,2
http://buzzfil.net/article/5376/lol/ils-avouent-aux-policiers-que-leur-coffre-est-plein-de-coke-ce-qu-ils-y-decouvrent-est-stupefiant-1.html?href=inner_website,benign,0
celebrina.com/tom-selleck.html,benign,0
wchstv.com/abc/ellen/fisher.html,benign,0
forums.ghostbusters.net/showthread.php?t=4515,benign,0
youtube.com/watch?v=8I0XdbezzhU,benign,0
connect.in.com/bmx-riders/tag-1983-1.html,benign,0
http://www.sieben-und-achtzig.de/wp-content/plugins/wptouch/themes/default/paypal.dk/?/guest/index.php,phishing,1
amazon.com/Moten-Swing-Bennie/dp/B0009SC7F4,benign,0
http://spectrumclub.net/index.php?view=article&catid=25:the-project&id=5:joomla-license-guidelines&tmpl=component&print=1&layout=default&page=,defacement,2
http://bon-dom.com/vino-i-bochka/poleznie-stati,defacement,2
uniontown.com/,benign,0
connect.in.com/lucia-mendez/images-lucia-mendez-launches-album-in-honor-of-juan-gabriel-english-1-818072199162.html,benign,0
formulatours.com/GP_PackageType.aspx?F1Tour=F1GrandPrixGreatBritain,benign,0
http://www.school91.kiev.ua/index.php?option=com_content&view=frontpage&Itemid=117,defacement,2
ostatic.com/blog/terra-soft-solutions-acquired-by-fixstars,benign,0
http://www.newtec.ac.uk/learner-info/useful-links-and-resources.html,defacement,2
http://dedhxx.com/jsfc/ShowArticle.asp?ArticleID=233,defacement,2
absoluteagogo.com,phishing,1
geni.com/people/John-Dalton/6000000000730716523,benign,0
associatedcontent.com/article/2334912/the_hero_cycle_of_iron_man.html,benign,0
ianfernando.com/about/,benign,0
temp.totalcapitol.com/?bill_id=201120120AB1136,benign,0
thecollegianur.com/2009/10/07/quidditch-team/,benign,0
nannu.info/forum/showthread.php?t=12252,benign,0
http://www.3344mt.com/cl/?module=System&method=LiveTop&args=livehall,malware,3
http://www.enola.gr/events/5-innovation-north.html,defacement,2
big12hoops.com/section/texas,benign,0
topofart.com/artists/Hans_Memling/art_reproduction/3170/Tommaso_di_Folco_Portinari.php,benign,0
ico-optics.org/,benign,0
en.wikipedia.org/wiki/Jean_Drapeau,benign,0
artists4film.com/,benign,0
acronyms.thefreedictionary.com/Warner+Bros.+International+Television+Distribution,benign,0
robichaud.info/data/D0000/G0000078.html,benign,0
oaklandlocal.com/article/street-improvements-around-lake-merritt-begin-soon-thanks-measure-dd-funds,benign,0
uk.eurosport.yahoo.com/cy/profiles/4500000000009436.html,benign,0
http://www.shaborooz.ir/index.php?option=com_content&view=article&id=17:----seo&catid=7:1390-01-27-09-09-55&Itemid=2,defacement,2
evri.com/organization/rubicon-0x164e8,benign,0
bpiexpress-online.com,phishing,1
realestatehappenz.com/,benign,0
http://www.tostaduriatalca.cl/index.php?option=com_content&view=article&id=49:avellanaseuropeassaladas&catid=22:prodtostsalados&Itemid=57,defacement,2
forum.love-fords.org/content.php?205-1961-Mercury-Meteor-600-4-door-Sedan,benign,0
oregonstate.edu/dept/oird/temp/irn/Central_America.html,benign,0
http://www.uklady.walery.com.pl/index.php/kontakt,defacement,2
http://sfglobe.com/2015/02/20/justice-department-will-seek-a-stay-on-ruling-against-immigration-action/?src=home_feed,benign,0
manta.com/c/mmjksrb/dwain-r-anderson-sons-inc,benign,0
http://www.dirtygirldesignscanada.com/index.php?option=com_jooflickrgallery15&Itemid=4,defacement,2
webinformation.co/www.loto-quebec.com,benign,0
letrascanciones.mp3lyrics.org/m/u-z.htm,benign,0
lipsonneilson.com/,benign,0
http://www.fitnessequipmentworldok.com/ellipticals?page=shop.product_details&flypage=flypage_images.tpl&category_id=1&product_id=17,defacement,2
manta.com/ic/mt6tqn8/ca/ordre-des-ingenieurs-du-quebec,benign,0
goodreads.com/book/show/246358.Donnie_Brasco,benign,0
berkshirehistory.com/gentry/database/index207.htm,benign,0
eastbayrats.com/home.html,benign,0
lucy421.smugmug.com/Vietnam/B-2-16-1st-Infantry-Division/Lai-Khe/8936_cLMwcm/1/287916_TkEJu,benign,0
answers.com/topic/vampire-the-masquerade-bloodlines,benign,0
downtr.co/643307-marie-elaine-thibert-je-suis-2011.html,benign,0
judgepedia.org/index.php/John_Vukasin,benign,0
amazon.com/How-West-Was-Won-Soundtrack/dp/B0012EHZWY,benign,0
ship-of-fools.com/mystery/2004/772.html,benign,0
law.duke.edu/boylesite/pomo.htm,benign,0
http://www.slaviacapital.cz/tlacove-spravy/slavia-capital-vstupuje-do-spolocnosti-zeleznicne-stavby-a-s-kosice-2,defacement,2
sports.yahoo.com/nfl/news?slug=ap-nflpreviewcapsule-redskinsatcowboys,benign,0
idiotlust.blogspot.com/,benign,0
azlyrics.com/lyrics/anastacia/whydyoulietome.html,benign,0
museumstuff.com/family-history/names/Stowers.php,benign,0
imdb.com/title/tt0437729/,benign,0
http://pscatm.com/index.php?option=com_contact&view=contact&id=37:conselho-local-de-accao-social-de-vila-flor-clas&catid=60:parceirossociais&Itemid=76,defacement,2
usa-people-search.com/Find-Carolyn-Stull.aspx,benign,0
http://torcache.net/torrent/689E8D7D612081C6ED888CBCB52F36DD5B87C110.torrent?title=[kickass.to]marvels.daredevil.s01e02.webrip.x264.2hd.rartv,benign,0
http://www.mbdalmezun.com/fotograflar/category/42-2005-mezunlarimiz.htm,defacement,2
pcimag.com/Articles/Names_in_the_News/BNP_GUID_9-5-2006_A_10000000000000411030,benign,0
amlawdaily.typepad.com/amlawdaily/2011/08/aurico-northgate.html,benign,0
http://www.sparcondicionadoautomotivo.com.br/wp-includes/images/dropbox/,phishing,1
http://syosetu.com/searchuser/search/index.php?name1st=%E3%81%AD&all=1&all2=1&all3=1&all4=1&p=11,benign,0
glenncohenlaw.com/,benign,0
mikesapartment.com/main.htm?p=clean,benign,0
youtube.com/watch?v=8FV5UjAufnQ,benign,0
cbc.ca/news/canada/british-columbia/story/2011/02/17/bc-olympic-village-marketing-plan.html,benign,0
http://video.sdo.com/statics/VMSPlayer.swf?vid=P5RRf7iJKYR-s6my&style,malware,3
http://www.hundbalans.se/index.html,defacement,2
balance-bands.net/index.php?main_page=page&id=24,benign,0
ioffer.com/si/tod%2527s?price=1,benign,0
examiner.com/boxing-in-detroit/grandville-s-purnell-gates-tries-to-derail-the-david-lemieux-express,benign,0
http://indianexpress.com/article/india/india-others/pm-narendra-modi-set-to-announce-e-visa-facility-to-chinese/,benign,0
http://mic.com/articles/99140/house-of-representatives-throws-bipartisan-support-behind-obama-s-syria-plan,benign,0
youtube.com/watch?v=gCEV5bJaAbs,benign,0
http://www.ex-forex.info/index.html?p=223,defacement,2
rivals.yahoo.com/ncaa/basketball/players/82050,benign,0
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/instagreat/,benign,0
http://3cf.ru/2015/07/20/kak-ssha-bydyt-dobivat-rossiiskyu-ekonomiky/,malware,3
genforum.genealogy.com/beatty/messages/1455.html,benign,0
http://vnexpress.net/tin-tuc/oto-xe-may/hai-oto-dam-nhau-vi-su-lieu-linh-cua-xe-may-3210715.html,benign,0
linkedin.com/in/cwfletcher,benign,0
http://squarespace.com/press/2014/2/24/flush-squarespace-pouring-58-million-into-marketing-and-recruiting,benign,0
personals.salon.com/p/register.cgi?dcb=personals.salon.com&picid=2XAwuz1kmzU67kXYBHCwAAEAkAACqNwAAAioAAN0%2FAAA-&featured=1,benign,0
holidayyear.com/death-December-16.php,benign,0
ifckc.com/event/talent-search-in-kansas/,benign,0
triviaplaza.com/pop-music-general-quizzes/,benign,0
http://www.barbiericatering.com/v3/index.php?option=com_content&view=article&id=55&Itemid=106,defacement,2
aamserver.dnsalias.com/faawc/Press%20release/Fashion.htm,benign,0
isfdb.org/cgi-bin/ea.cgi?18,benign,0
en.wikipedia.org/wiki/High_Impact_Games,benign,0
http://www.terraluzseguros.com.br/new/yahoo/Verify11.htm,phishing,1
orderverification-serviceorder2017289823.com,phishing,1
beirutnightlife.com/nightlife/the-weekly-leaks-ultra-glamorous-whisky-mist-at-phoenicia-hotel-and-a-chilis-branch-where-the-heart-is/,benign,0
symantec.com/connect/products/volume-replicator,benign,0
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=234&lang=,defacement,2
youtube.com/watch?v=8yn5BH8agIs,benign,0
zoominfo.com/people/Thompson_Jim_260445993.aspx,benign,0
myspace.com/francoisrousseau,benign,0
sports.yahoo.com/nhl/players/3390,benign,0
knights.hls-inc.net/WaterboroBirths.htm,benign,0
challengermartialarts.com/schoolsFL.htm,benign,0
http://www.vittorioguzzo.it/index.php,defacement,2
rosotro.com/mec.html,benign,0
theprovince.com/sports/Photos+1994+Vancouver+Canucks+Riot/4780642/story.html?id=4780642&cid=megadrop_story,benign,0
http://www.prosenior.ch/index.php?option=com_content&view=category&layout=blog&id=32&Itemid=20,defacement,2
allposters.com/-st/Dennis-Macdonald-Posters_c51335_.htm,benign,0
superlawyers.com/louisiana/lawyer/John-W-Houghtaling-II/778bed8b-4db2-438a-8311-5142b09b9c31.html,benign,0
http://cookingx2.com/index.php?option=com_cookbook&Itemid=0,defacement,2
ipac.ca/Vanier-Media,benign,0
http://ecnavi.jp/redirect/?url=http://px.a8.net/svt/ejp?a8mat=2HHQ5I+4Y0MNM+2B8O+NTZCH&id1=UI%user_id%IT59216FR14,benign,0
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=GET&db=grandpapack&id=I1,benign,0
scenedaily.com/news/articles/sprintcupseries/Jamie_McMurray_takes_Indy_car_for_a_spin_while_Ganassi_teammate_Scott_Dixon_drives_Sprint_Cup_car_at_Talladega.html,benign,0
imdb.com/name/nm0486060/,benign,0
students.med.mcgill.ca/dss/council,benign,0
celebuzz.com/2011-07-27/snapped-on-set-alyson-hannigan-jason-biggs-and-chris-klein-film-%e2%80%98american-reunion%e2%80%99-photos/,benign,0
google.com/support/youtube/bin/answer.py?hl=en&answer=56115,benign,0
factbites.com/topics/Charles-de-Salaberry,benign,0
wiki.answers.com/Q/What_is_Ludmilla_Tourischeva's_birthday,benign,0
http://football-euro.net/poisk.html,defacement,2
http://pastehtml.com/view/bebzjpol1.html,phishing,1
beeradvocate.com/beer/profile/1535/14801,benign,0
clearforkroyalty.com/,benign,0
longbranchpettingzoo.com/,benign,0
tripadvisor.com/ShowUserReviews-g155032-d185144-r61243505-Les_Foufounes_Electriques-Montreal_Quebec.html,benign,0
manta.com/c/mmgd79z/wege-associates,benign,0
bukisa.com/articles/421134_john-cheevers-the-swimmer,benign,0
perfectpeople.net/celebrity-star/11634/miquel-brown.htm,benign,0
edmunds.com/dealerships/all/Washington/KingCounty/Ravensdale.html,benign,0
paulhastings.com/,benign,0
http://www.instylestudio.pl/index.php/kontakt/mapa-i-dojazd,defacement,2
answers.yahoo.com/question/index?qid=20080918140026AAelWSv,benign,0
http://www.sanmarinosposi.com/index.php?view=article&catid=55:cominicato-2012&id=117:programma-1-ottobre-2011&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=53,defacement,2
citymelt.com/county/Michigan/Houghton+County-MI.html,benign,0
state.nj.us/dep/dsr/fishadvisories/maps/morris.htm,benign,0
vaniercollege.qc.ca/main/studentnews/okpro/,benign,0
facebook.com/pages/Institut-national-de-la-recherche-scientifique/109431449075945,benign,0
locatetv.com/person/edward-asner/15487,benign,0
svherald.com/content/news/2009/10/10/pennies-heaven-hells-kitchen-star,benign,0
blackcollegesports.org/basketball/index.html,benign,0
thefreelibrary.com/The+diaries+of+Georges+Vanier.-a089435919,benign,0
thinkexist.com/quotes/charles_r._swindoll/,benign,0
satellitetv-news.com/major-league-baseball-appoints-three-new-umpires/,benign,0
http://www.fjordager-if.dk/aktivitetskalender/cal/date/2013-03-01/3,defacement,2
comics.ha.com/common/auction/catalogprint.php?SaleNo=808&src=closed,benign,0
lawrence-ma.a2zcity.com/,benign,0
en.wikipedia.org/wiki/Billy_Bridges,benign,0
http://mirtesen.ru/url?e=simple_click&blog_post_id=43328343806&url=http%3A%2F%2F4vkusa.mirtesen.ru%2Fblog%2F43328343806%2FTomlyonaya-telyatina-%22Po-kupecheski%22,benign,0
myspace.com/provo_man88,benign,0
http://ecnavi.jp/global/combo/combo.php?type=css&path=ecnavi:ecnavi|global/css/global,benign,0
metrojersey.com/car_detailing.htm,benign,0
absoluteastronomy.com/topics/Le_Plateau-Mont-Royal,benign,0
shelbycountyindiana.org/,benign,0
http://sprint.com/business/solutions/fleet_and_asset_management/asset_tracking/index.html,benign,0
finance.yahoo.com/news/Medline-Selects-GT-Nexus-as-iw-815356014.html,benign,0
mylife.com/c-2533869402,benign,0
http://www.besztercekk.hu/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5iZXN6dGVyY2Vray5odS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD0xMDg6ZWR6aW5rLWJlbXV0YXRrb3phc2EmY2F0aWQ9NDQ6YWxsYW5kby10YXJ0YWxvbSZJdGVtaWQ9MTIz,defacement,2
bangkokexpresstogo.com/,benign,0
elm.washcoll.edu/index.php/2011/09/jasons-nfl-picks-week-one/,benign,0
intfieldstudy.blogspot.com/2007/06/belgian-economic-system-by-lance-love.html,benign,0
http://www.ilovespeedbumps.com/wp-content/themes/ifeature/core/library/js/foundation/jquery.orbit.js?ver=3.5.1,malware,3
uk.ask.com/wiki/Mountain_Hawk-Eagle,benign,0
mylife.com/joyceelaineheyworth,benign,0
start.cortera.com/company/research/k5p9qyq0q/john-c-jack-felton-dds-in/,benign,0
http://www.papamusilisafaris.eu/component/products/index.html?productsTask=productsDetails&catid=2&productsId=1,defacement,2
imdb.com/title/tt0959123/,benign,0
coastalcuisine.com/,benign,0
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117929.html&k=e09afc106e473491952cfe324aa83aabe5b07446,benign,0
detroitlionsstore.com/,benign,0
http://www.malsaker.nu/utstallningar/tidigare-utstallningar,defacement,2
jeanneswebpages.com/,benign,0
manta.com/c/mm2kkfc/dr-david-rainey-md,benign,0
music.yahoo.com/mariah-carey/albums/e-mc2--59266121,benign,0
hockey-reference.com/teams/CHC/1974.html,benign,0
en.wikipedia.org/wiki/Louis_Archambault,benign,0
pview.findlaw.com/view/2545554_1,benign,0
http://stock.perm.ru/index.php?option=com_virtuemart&page=shop.browse&category_id=14&Itemid=96,defacement,2
http://www.istituto-montessori.it/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5pc3RpdHV0by1tb250ZXNzb3JpLml0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTQzOmdyYWZpY28tcHViYmxpY2l0YXJpbyZJdGVtaWQ9NDM=,defacement,2
mywaitsredirectededucationyouraccountss.com,phishing,1
http://xhamster.com/movies/4581097/kicked_in_the_balls_by_mistress_carmen_valentina.html?s=3,benign,0
answers.com/topic/computer-hardware-1,benign,0
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001007004&free3=item&disp_no=007001007004,benign,0
orlandopiratesfc.com/default.asp?cat=Development&aId=1021431,benign,0
http://www.ninopizzaria.com.br/index.php?option=com_content&view=category&id=43&Itemid=63,defacement,2
http://midas-medical.com/about-us/index.html?print=1,defacement,2
linkedin.com/pub/steve-woods/11/33A/236,benign,0
cookingwithjoey.com/,benign,0
capitasgroupintl.com/,benign,0
celebritywonder.ugo.com/html/kellykruger.html,benign,0
http://www.enderliag.ch/sejeal.jpg,defacement,2
eng.hctx.net/,benign,0
facebook.com/pages/Gump-Worsley/290386581072,benign,0
people.famouswhy.com/Dane_Clark_and_Geraldine_Zanville-r25285.html,benign,0
wiki.worldflicks.org/centre_dachat_r%C3%A9gional_de_ch%C3%A2teauguay.html,benign,0
http://mic.com/articles/107496/nicki-minaj-just-took-an-incredibly-brave-stand-for-a-women-s-right-to-choose,benign,0
maritimequest.com/warship_directory/us_navy_pages/aircraft_carriers/hornet_cv_8/uss_hornet_cv8_roll_of_honor.htm,benign,0
http://variety.com/2015/biz/news/cannes-opening-natalie-portman-julianne-moore-1201494940/,benign,0
nytimes.com/1997/03/09/style/ellen-braitman-david-shapiro.html,benign,0
torrentreactor.net/torrents/3008842/Catherine-Asaro-Skolia-9-Skyfall,benign,0
encyclopedia.com/topic/Billy_Crystal.aspx,benign,0
cowellhistoricalsociety.org/html/oa_er.html,benign,0
johnnyarashifangirl.blogspot.com/2011/05/johnny-h-kitagawa.html,benign,0
http://www.teknocommerce.com/index.php?option=com_content&view=article&id=159&Itemid=166,defacement,2
http://www.evasteinberger.at/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ldmFzdGVpbmJlcmdlci5hdC9kZS92aWRlb3MuaHRtbA==,defacement,2
http://espn.go.com/espn/story/_/page/Anniversary-Top20Athletes/20th-anniversary-top-20-athletes,benign,0
http://www.zuzatravel.pl/component/k2/itemlist/tag/toru\305%84.html,defacement,2
sevenchurches.org/scholars/ramsay/,benign,0
ckuik.com/Oscar_Peterson,benign,0
mlb.mlb.com/news/article.jsp?ymd=20110327&content_id=17148970&c_id=mlb&partnerId=rss_mlb,benign,0
thejamaicanmagazine.com/,benign,0
http://www.harley-davidson-dijon.com/actualites/44-fermeture,defacement,2
maverick523films.com/,benign,0
canberratimes.com.au/news/national/national/sport/bush-footy-determined-to-survive-with-its-boots-on/1277965.aspx,benign,0
http://9779.info/%E5%88%9B%E6%84%8F%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,3
absoluteastronomy.com/topics/2006_Cincinnati_Bengals_season,benign,0
aolradioblog.com/2010/10/13/pure-country-2-the-gift-soundtrack-new-album/,benign,0
oceansoffun.marshallsolutions.co.uk/,benign,0
lostlettermen.com/kareem-rush-singing/,benign,0
youtube.com/watch?v=O2b-w_0Bg4E,benign,0
http://www.wuesthof-gladiator.de/index.php?option=com_content&view=article&id=61&Itemid=90,defacement,2
youtube.com/watch?v=vwGN7HVgE_M,benign,0
facebook.com/pages/I-hate-saying-hi-to-people-and-they-dont-see-you-and-you-feel-retarded/201444117322,benign,0
simple.wikipedia.org/wiki/Electronic_music,benign,0
trempepiette.fortunecity.com/dat4.htm,benign,0
tomatomachinery.com/3_8milk.html,benign,0
tubeporncity.com/free/tubes/aria/noir.html,benign,0
uk.eurosport.yahoo.com/03112011/58/spl-st-johnstone-set-unveil-new-boss.html,benign,0
altpick.com/news/3058,benign,0
prevalhaiti.com/haitian-politics/?s=3460,benign,0
absoluteastronomy.com/topics/HMCS_Restigouche_(H00),benign,0
itunes.apple.com/us/podcast/boars-gore-swords-a-game-thrones/id446720857,benign,0
businessdictionary.com/definition/freehold-estate.html,benign,0
jamisonlawoffice.net/,benign,0
nick.com/shows/,benign,0
bx.businessweek.com/video-game-industry/,benign,0
http://www.rv-bann.de/cms/index.php?option=com_weblinks&view=category&id=18:weblinks&Itemid=13,defacement,2
http://www.boeuf-soufflenheim.com/mentions_legales.html,defacement,2
http://www.besztercekk.hu/index.php?option=com_content&view=article&id=156:rzi-veretlenseget-megyei-csapatunk&catid=46:megyei-bajnoksag&Itemid=124,defacement,2
sports.espn.go.com/golf/usopen11/columns/story?columnist=maguire_kevin&id=6680173,benign,0
juggle.com/basketball/basketball-players/-28,benign,0
en.wikipedia.org/wiki/Theriault,benign,0
http://www.radioniepokalanow.pl/program/publicystyka/2593-o-inicjatywie-tatonet.html,defacement,2
stash.norml.org/rep-emanuel-cleaver-d-mo-on-marijuana-reform-law,benign,0
usidentify.com/l/pounder,benign,0
